col1	col2
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
0.0	Solid_Normal_Tissue
6.750055742530002	Tumor
7.167402087919307	Tumor
6.707385362661349	Tumor
6.912423527951546	Tumor
6.860246485304894	Tumor
1.7146191959833268	Tumor
6.686234374422967	Tumor
7.909518114296615	Tumor
6.575068734303582	Tumor
7.444066536664225	Tumor
6.094195947499541	Tumor
8.923243090491116	Tumor
6.823504815000307	Tumor
7.8905688982689695	Tumor
7.841873137903782	Tumor
4.0731432757492465	Tumor
1.8383870797782036	Tumor
5.652406183614957	Tumor
5.770155102497843	Tumor
8.008356905738497	Tumor
7.126013672074924	Tumor
0.2798872548411305	Tumor
8.381015957625838	Tumor
7.264923887454352	Tumor
7.423399167540529	Tumor
7.318051961351847	Tumor
8.201051569181443	Tumor
6.184101732003053	Tumor
7.666171443355678	Tumor
6.245415798220478	Tumor
5.911811402065996	Tumor
7.096142706022973	Tumor
7.44907103909139	Tumor
4.77365353885879	Tumor
7.687489764696007	Tumor
7.188014125716946	Tumor
7.421093669693096	Tumor
7.427990761980592	Tumor
7.535988381724082	Tumor
6.316799224930215	Tumor
7.100503607540267	Tumor
7.4212241409372846	Tumor
8.032110763865928	Tumor
4.828956476417663	Tumor
6.518882867147121	Tumor
0.6408059957084407	Tumor
0.7720545519333253	Tumor
4.594966488398486	Tumor
8.184051135300141	Tumor
0.33708307631078743	Tumor
7.796509503595543	Tumor
6.784399284280013	Tumor
6.817462096404613	Tumor
3.480303903657962	Tumor
5.696903559542118	Tumor
7.442050240890987	Tumor
7.639973727453639	Tumor
9.467016329300536	Tumor
7.3905103464642306	Tumor
